VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-01-01 17:55:36,2019-01-01 18:33:09,3,18.07,2,N,132,163,4,-52.0,-4.5,-0.5,0.0,-5.76,-0.3,-63.06,
2,2019-01-01 17:53:17,2019-01-01 17:54:27,2,0.03,1,N,229,229,4,-3.0,0.0,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 18:38:10,2019-01-01 18:39:35,2,0.26,2,N,75,75,3,-52.0,0.0,-0.5,0.0,0.0,-0.3,-52.8,
2,2019-01-01 18:03:19,2019-01-01 18:03:37,2,0.04,1,N,166,166,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-01 18:05:26,2019-01-01 18:05:31,2,0.0,2,N,138,138,3,-52.0,0.0,-0.5,0.0,0.0,-0.3,-52.8,
2,2019-01-01 18:39:16,2019-01-01 18:40:50,3,0.6,1,N,43,239,4,-4.0,0.0,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-01 18:03:44,2019-01-01 18:03:47,1,0.0,1,N,100,186,4,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-01 18:01:25,2019-01-01 18:05:26,1,0.83,1,N,164,230,3,-5.0,0.0,-0.5,0.0,0.0,-0.3,-5.8,
2,2019-01-01 18:45:29,2019-01-01 18:50:28,1,0.99,1,N,79,137,3,-6.0,0.0,-0.5,0.0,0.0,-0.3,-6.8,
2,2019-01-01 18:25:16,2019-01-01 18:25:24,1,0.0,2,N,142,43,3,-52.0,0.0,-0.5,0.0,0.0,-0.3,-52.8,
2,2019-01-01 18:54:04,2019-01-01 18:56:12,5,0.19,1,N,162,161,3,-3.0,0.0,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 18:13:14,2019-01-01 18:19:02,1,0.83,1,N,151,151,3,-5.5,0.0,-0.5,0.0,0.0,-0.3,-6.3,
2,2019-01-01 17:29:01,2019-01-01 18:56:49,2,0.0,5,N,10,132,4,-65.0,0.0,0.0,0.0,0.0,0.0,-65.0,
2,2019-01-01 18:29:23,2019-01-01 18:36:20,1,0.41,1,N,230,48,3,-4.5,0.0,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-01 18:23:28,2019-01-01 18:23:42,1,0.0,1,N,62,62,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-01 18:07:06,2019-01-01 18:10:09,1,0.67,1,N,229,162,3,-4.0,0.0,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-01 19:39:35,2019-01-01 19:40:45,2,0.28,1,N,263,262,3,-3.0,0.0,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 19:28:32,2019-01-01 19:28:42,3,0.01,1,N,132,132,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
